,title,artist,lyric,genre
119,Love is Rainbow,서하,"비밀스러운 말로 포장한
여러 개의 색깔로 표현한 맘
뜨겁게 red 때론 orange
상큼하게 yellow green
다양한 내 피그먼트
또렷하게 shine
알아맞혀 줘
빠르게 바뀌잖아
한순간도 눈을 뗄 수 없게
하얗게 보이겠지만 do you know it?
누구보다 많은 color
Love is Rainbow
감정에 따라 change
누구보다 많은 color
My feelings oh
uh 널 향한 나의
Love is Rainbow
자꾸만 다른 emotion에
꺼내든 palette
색칠해 가득 꾸며낸
둘만의 캔버스
다채롭게 또 그려낸 오늘의 얘길
들려줄게 나의
그 누구보다 많은 color
알잖아
나에 대해
사실은 제일 잘 알아보잖아
숨겼던 blue 더 짙게 navy 어두웠던
side 마법같이 changed to purple
두 눈이 마주친 순간
알아맞혀 봐
수많은 감정 뒤엉켜진 flame 중에
어떤 그림체를 네게 꺼내줄지
아직 작은 얘기겠지만 어때 do you want it?
누구보다 많은 color
Love is Rainbow
감정에 따라 change
누구보다 많은 color
My feelings oh
uh 널 향한 나의
Love is Rainbow
자꾸만 다른 emotion에
꺼내든 palette
색칠해 가득 꾸며낸
둘만의 캔버스
다채롭게 또 그려낸 오늘의 얘길
들려줄게 나의
그 누구보다 많은 color
무채색 그림자를 지워볼게
무지갯빛으로 다 덮여가잖아
나의 색깔들로 내일을 채워줄게
what do you think
what do you think
사랑의 색은 뭐라고 생각해?
oh rainbow
자꾸만 다른 emotion에
꺼내든 palette
색칠해 가득 꾸며낸
둘만의 캔버스
다채롭게 또 그려낸 오늘의 얘길
들려줄게 나의
그 누구보다 많은 것들로
채워진 color color
생각보다는 더 흥미로운 색의 그림 같은걸
그려 흐렸던 palette 물을 들여
이제 들어볼래
나의 그 누구보다 많은 color",dance
120,여운없게,영차,"그래 여기서 멈추는 건
그저 나를 위한거야
누군가는 이것도 처음
감사한 거 알지만 기울어진 저울
몇 개월이면 자연스럽게
내것이 아닌게 될테니
겁내면서 막연히
내뱉어버린 후회 맴도는 재채기
아무도 날 부르지 않았을 때
지나간 시간의 정적을 깨
누구나 할 수 있는 것인데
무엇이 순간을 특별하게
한 장면 전체를 물들인 노을
되고 싶지만 꺼내 초심을 또
추억 속에서 반짝거릴 수 있다면
모래 알갱이라도

실수일까
흐릿해진 거울 밖
도망치듯 떠돌아
쉬고싶어 겨울잠
기회일까
인정없이 흘린 땀
바람지운 서운함
잠못드는 더운 밤
꿈인걸까

후회는 어쩔 수 없어 여운없게
이별은 계약서에 있어 여운없게
언젠가 만날 수 있어도 여운없게
뒤돌아 보면 있어 여전히 여운없게

예외를 만드는 거짓된 반성
주변만 바꾸는 강직한 탄성
색깔 없는 이들은 오히려 만족해
색안경에 덧칠한 만성
별을 좇던 자의 꺾인 고개
제 욕심 섞인 시선 지도에
앞서가는 모든 것을 못보네
등에 진 짐은 넘겨버린지 오래
그게 난 참을 수 없었다고
내가 무력한게 너무 부끄럽다고
솔직히 도망가고 싶어 때려칠까도
나름의 증명이 필요해 작은 역할도
편히 기댈 수 있는 든든한 벽
되고 싶지만 좁은 우산을 펴
파도 속에서 비를 피할 수 있다면
단 한명일지라도

실수일까
흐릿해진 거울 밖
도망치듯 떠돌아
쉬고싶어 겨울잠
기회일까
인정없이 흘린 땀
바람지운 서운함
잠못드는 더운 밤
꿈인걸까

후회는 어쩔 수 없어 여운없게
이별은 계약서에 있어 여운없게
언젠가 만날 수 있어도 여운없게
뒤돌아 보면 있어 여전히 여운없게

후회는 어쩔 수 없어 여운없게
이별은 계약서에 있어 여운없게
언젠가 만날 수 있어도 여운없게
뒤돌아 보면 있어 여전히 여운없게

실수일까
흐릿해진 거울 밖
도망치듯 떠돌아
쉬고싶어 겨울잠
기회일까
인정없이 흘린 땀
바람지운 서운함
잠못드는 더운 밤
꿈인걸까

후회는 어쩔 수 없어 여운없게
이별은 계약서에 있어 여운없게
언젠가 만날 수 있어도 여운없게
뒤돌아 보면 있어 여전히 여운없게",dance
121,Broken Heart,앰퍼샌드원 (AMPERS&ONE),"Broken broken broken
(Heart heart)
Broken broken broken

Broken broken broken
(Heart heart)
Broken broken broken

I was feelin’ myself
(Bounce)
Suddenly 보자마자 쿵
Yeah my heartbeat skips
잠깐, 이게 뭐야
(Bounce)
1초만 제발 기다려
Lemme catch my breath
Hit the double up
(Bounce bounce)

한 방에 박혀 Only want you
하루 종일 너만 Think about you
너를 몰라도 어때 I’m about to

길을 비켜
Oh 너와 나의 Pick이면 돼
I wanna say
날 믿고 따라와

Baby closer closer
점점 커진 숨소리
관심 없는 시선들

Boom boom heartbeat
Out my chest, out my chest
머리가 빙빙 I’m a mess
네가 One top, I guess
It’s a Broken Heart

심장이 Pumping, pang
뛰어 막
고장 난 Brake처럼 Run and run
When I see you I’m gone
It’s a Broken Heart

Broken broken broken
(Heart heart)
Broken broken broken
(Heart heart)

(Bounce)
널 보면 In a dream
Full of adrenaline
나만의 Beauty queen
I’m like ’’Sheesh’’
(Bounce)
둘이서 Make a scene
둘만의 Fantasy
(Bounce bounce)

Three two one
내 눈에 Take a pic이야
맘속에 내 자릴 비워 놔
Baby don’t waste no time
Wanna be yours
Would you be mine
Would you be mine

Baby closer closer
점점 커진 숨소리
관심 없는 시선들

Boom boom heartbeat
Out my chest, out my chest
머리가 빙빙 I’m a mess
네가 One top, I guess
It’s a Broken Heart

심장이 Pumping, pang
뛰어 막
고장 난 Brake처럼 Run and run
When I see you I’m gone
It’s a Broken Heart

Hey 누구라도 나를 깨워 줘
Oh I oh I oh I oh I
부서져 버린 Fix my Broken Heart
Oh I oh I
‘Cause you are my star

Out my mind
No control
You so fine
Go loco

Boom boom heartbeat
Out my chest, out my chest
머리가 빙빙 I’m a mess
네가 One top, I guess
It’s a Broken Heart

심장이 Pumping, pang
뛰어 막
고장 난 Brake처럼 Run and run
When I see you I’m gone
It’s a Broken Heart

Broken broken broken
(Heart heart)
Broken broken broken
(Heart heart)

Broken broken broken
(Heart heart)
Broken broken
It’s a Broken Heart",dance
122,"정말, 없니? (Emptiness)",보아 (BoA),"정말 아무 감정 없니?
내가 그렇게나 쉽니?

우린 같은 마음인 듯
서로를 숨긴 채
매달리고 있어
과장된 표정 말투
어색한 미소 뒤
식어가고 있어

Every time
애쓰려 하지 않아도 돼
하고픈 말 알고 있어
Every night
서롤 회피하며 이별 역 초입에
우린 서있어 Woo oh

날 실험하는 Lie Lie Lie Lie Lie
못 이기는 척 Na Na Na Na Na
Don’t give me that talk
(Don’t want it baby)
우릴 조여와

사랑이라는 말 Lie Lie Lie Lie
미안해하지 마 Why Why Why Why
Don’t give me that talk
(Don’t want it baby)
부서지잖아

사랑에 무슨 잘못이 있겠어
그만해
들리지 않아 이젠 아무런 것도
이별에 무슨 죄를 더
넌 덮어씌우려고만 해
이미 끝나버렸는데

하염없이 기다린
시간들이 허무해
아무 의미 없는 약속
왜 했는데? Every day

비겁하게 늘어놓은 변명도
이젠 질렸어 다
완벽한 네 연기에
속은 나 재밌었겠지?

Another night
지난 얘길 추억이라 못할
그저 그런 얘기들
Every night
한숨이 자욱이 가득한 대화
난 이제 지쳤어 Woo oh

날 실험하는 Lie Lie Lie Lie Lie
못 이기는 척 Na Na Na Na Na
Don’t give me that talk
(Don’t want it baby)
우릴 조여와

사랑이라는 말 Lie Lie Lie Lie
미안해하지 마 Why Why Why Why
Don’t give me that talk
(Don’t want it baby)
부서지잖아

사랑에 무슨 잘못이 있겠어
그만해
들리지 않아 이젠 아무런 것도
이별에 무슨 죄를 더
넌 덮어씌우려고만 해
이미 끝나버렸는데

정말 아무 감정 없니?
근데 왜 모든 걸 뒤집어 놔
내가 그렇게나 쉽니?
이젠 내가 널 버릴게",dance
123,지지배(GGB),SUPER JUNIOR-D&E,"계절이 지나 또 다른 온도
여전히 마음은 네게 가 있어
너와 내가 머물던 지난 타임라인
어떻게 내가 잊겠어 나 혼자 여기서

어떻게 지내니 나는 혼자 잘 지냈어
문득 네 생각에 살짝 정신이 나갔어
네가 없는 이곳에 오아시스는 없어
며칠째 목말라 절레절레 내려줘 단비

우리 그때의 memory
더 늦기 전에 I’m sorry

네가 있는 곳은 어디
날 데려가 줘 빨리
좀 벗어나자 둘이
내 손 잡아 We can fly

네 생각에 불 켜는 밤 (이 밤에)
끝을 몰라 뒤척이는 나 (So lonely)
너 없이도 잘 돌아가는 밤 (밤 밤)
좀 슬퍼도 어쩌겠어 지켜볼게 멀리서

너무 예쁜 지지배 (지지배 지지배)
같이 보던 무지개 (무지개 같은 지지배)
너무 예쁜 지지배 (지지배배)
좀 슬퍼도 어쩌겠어 지켜볼게 멀리서

아직도
넌 나만의 버킷 리스트
매일 같이 듣던
음악은 아직 Playlist에
우리 스토리의 장르는 로맨스가 아냐
판타지가 섞인 액션
복잡한 시나리오

딴 생각 안 나 I’m fallin’
너와 같이 있는 love story
잊지 못해 널 기다리고 있어

네가 있는 곳은 어디
날 데려가 줘 빨리
좀 벗어나자 둘이
내 손 잡아 We can fly

네 생각에 불 켜는 밤 (이 밤에)
끝을 몰라 뒤척이는 나 (So lonely)
너 없이도 잘 돌아가는 밤 (밤 밤)
좀 슬퍼도 어쩌겠어 지켜볼게 멀리서

너무 예쁜 지지배 (지지배 지지배)
같이 보던 무지개 (무지개 같은 지지배)
너무 예쁜 지지배 (지지배배)
좀 슬퍼도 어쩌겠어 지켜볼게 멀리서

계절이 지나 또 다른 온도
여전히 마음은 네게 가 있어

네가 있는 곳은 어디
날 데려가 줘 빨리
좀 벗어나자 둘이
내 손 잡아 We can fly

잠시 머물러간 사랑이었나
우리 인연 여기까지였나
그 예쁜 미소 다신 볼 수는 없나
에에에 외로운 내 맘에 잠깐 와줄 순 없나

너무 예쁜 지지배 (지지배 지지배)
같이 보던 무지개 (무지개 같은 지지배)
너무 예쁜 지지배 (지지배배)
좀 슬퍼도 어쩌겠어 지켜볼게 멀리서",dance
124,UhUh,RESCENE (리센느),"I see 넌 부정하지만 Now got your attention
I see through ya 달콤함 속에 끌려 넌
아무도 보이지 않는 곳에서 Feel your tension
Let you know ya not easy to find me baby

Cuz I 저 깊은 곳에서 피어나려고 해
몰랐겠지 넌 Don’t even know that
꿈에서도 넌 Don’t even know that
이젠 시간이 된 거야 향기로 채울래
Uh, So wait a minute, take it slow woo baby

눈을 감아 느껴봐 Feel the chemistry
You gonna shout it out Uh Uh you gonna shout it out
그 향기를 따라 시작된 Sonata 빠져들어
Do you wanna follow me

Uh Uh Uh Uh Uh Uh
Uh Uh Uh Uh Uh Uh
You’ve got to see the light

Uh Uh Uh Uh Uh Uh
Uh Uh Uh Uh Uh Uh
Too late you can’t deny

이미 흘러간 저 빛 빛 빛 사이 꼭꼭 숨겨진 My scent of scene
Now 닫힌 문을 열어 Uh
You see 타오르는 내 Flower

Bararam bararam bararam
향기를 타고 Just ride
I’ll show you that what is about
Imagine that when you find out Oh

Bararam bararam bararam
원한다면 Follow me

Uh Uh Uh Uh Uh Uh
Uh Uh Uh Uh Uh Uh
I’ll show you what I mean

이미 너는 Uh Uh
빠져들어 Uh Uh
도망치려 해도 Nuh Uh

꺼져버린 Burning flower 속에 내 향기 남아 꿈처럼 RESCENE
Uh, Wait a minute, take it slow woo baby

눈을 감아 느껴봐 Feel the chemistry
You gonna shout it out Uh Uh you gonna shout it out
그 향기를 따라 시작된 Sonata 빠져들어
Do you wanna follow me

Uh Uh Uh Uh Uh Uh
Uh Uh Uh Uh Uh Uh
You’ve got to see the light

Uh Uh Uh Uh Uh Uh
Uh Uh Uh Uh Uh Uh
Too late you can’t deny

이미 흘러간 저 빛 빛 빛 사이 꼭꼭 숨겨진 My scent of scene
Now 닫힌 문을 열어 Uh
You see 타오르는 내 Flower

Bararam bararam bararam
향기를 타고 Just ride
I’ll show you that what is about
Imagine that when you find out Oh

Bararam bararam bararam
원한다면 Follow me

Uh Uh Uh Uh Uh Uh
Uh Uh Uh Uh Uh Uh
I’ll show you what I mean

저 빛 속에 환히 타오르는 꽃이
재가 되어 다 흩날려도 영원히 지워지지 않을 The scent
그 향기로 Paint the scene 다시 그려가 Our scene
Yeah, The scene will be forever

Uh Uh Uh Uh Uh Uh
Uh Uh Uh Uh Uh Uh
I’ll show you what I mean

Bararam bararam bararam
향기를 타고 Just ride
I’ll show you that what is about
Imagine that when you find out Oh

Bararam bararam bararam
원한다면 Follow me

Uh Uh Uh Uh Uh Uh
Uh Uh Uh Uh Uh Uh
I’ll show you what I mean",dance
125,The Window (Beatbox Ver.),Bigman,"Don’t tell me that you still love me
You dropped me to a trap that only you could open
Where I can’t even breathe babe
And you said it was all for me


My happiness is your sadness
If all the pain I feel make you happy and smile
I can fly away just see your smile but


Oh babe I don’t wanna go
Tell me not to leave
Make me understand
Rainbow after rain

Just like I’ve done so far
To get out of your arms
All this game alone


Oh babe

All this game alone


Oh babe I don’t wanna go
Tell me not to leave
Make me understand
Rainbow after rain

Just like I’ve done so far
To get out of your arms
All this game alone


Oh babe
I don’t wanna go
Tell me not to leave
Make me understand
Rainbow after rain

Just like I’ve done so far
To get out of your arms
All this game alone


Oh babe I don’t wanna go
Tell me not to leave
Make me understand",dance
126,Smoothie,NCT DREAM,"Smoothie yes sir umm
Listen

Good boy
이제 더는 없어 I’mma bad
Soft하게 Twist
Give you just a lil’ taste ha
가차 없이 비틀어 논 다음
삼켜 Sip
Watch how I blend it up

가릴 것이 없어
우린 목이 말라 마침
보여줄게
네가 바란 무자비한 방식
Strawberry sweet cinnamon
어서 Pop that corn 터트려봐

You should know what you missin’
수준대로 Guessin’
Freeze like ice
단 한 번에 Crushin’
날것 그대로인 Action
껍질째로 밟아 우선
수도 없이 견딘 상처
위로 들이부어 실컷

끈적하게 날
타고 흘러내린 Trauma
씹어 삼켜 바닥까지
Cuz you’re my
Smoothie

Smoothie Smoothie Smoothie
Smoothie Smoothie Smoothie
다 털어 갈아 넣어
Smoothie Smoothie Smoothie
Smoothie Smoothie Smoothie
Dirty taste 들이켜
Smoothie Smoothie Smoothie
Smoothie Smoothie Smoothie
가볍게 씹어 삼켜
Smoothie Smoothie
Smoothie Smoothie

Sip it sip it down like Smoothie
Sip it sip it down like Smoothie

때려 넣어 Doubt and fake
쏟아부어 모든 Pain
Shower that in all this ice
결국엔 녹아 Fade out
어디 더 던져봐 Stuff
Syrup and sugar like buff
We make it easy
I’m gonna take it all

Ayo Check it huh
재료는 차고 넘쳐
새로 만든 Menu
So delicious vicious
뭐래도 I deserve
I’mma killa huh

What a commotion
튀어 오른 찌꺼긴 옷에 묻어
그냥 버려 난 이미
Don’t need permission
You just watch it

Shakin’ stirrin’ drinkin’ up
(ho! Give us some more)
Hot and spicy Mix it up
Wait stop 입은 다물고 봐
I’m ridin’ that new wave

You should know what you missin’
취향대로 Guessin’
Freeze like ice
더 거칠게 Mess up
(거칠게 Mess up yeah)
훤히 드러나는 Action
배배 꼬여버린 시선
밟아버리는 게 Mission
우린 Special한 Edition

끈적하게 날
뒤덮었던 흉터를 봐
흔적 없이 끝을 내지
Watch me now
Smoothie

Smoothie Smoothie Smoothie
Smoothie Smoothie Smoothie
다 털어 갈아 넣어
Smoothie Smoothie Smoothie
Smoothie Smoothie Smoothie
Dirty taste 들이켜
Smoothie Smoothie Smoothie
Smoothie Smoothie Smoothie
가볍게 씹어 삼켜
Smoothie Smoothie
Smoothie Smoothie

얼마든지 괴로워도 괜찮아
달콤함만 기대한 적 없어 난
모든 고통이
전부 녹아 흐른 뒤 (흘러간 뒤)
다시 채워지는 새로운 나

Sip it down real smooth you know

Smoothie Smoothie Smoothie
Smoothie Smoothie Smoothie
(Sip it down yeah)
다 털어 갈아 넣어
Smoothie Smoothie Smoothie
Smoothie Smoothie Smoothie
(Pour it like Smoothie yeah)
Dirty taste 들이켜
(Dirty taste 들이켜 Smoothie)

Smoothie Smoothie Smoothie
Smoothie Smoothie Smoothie
가볍게 씹어 삼켜
(가볍게 씹어 삼켜 Smoothie yeah)
Smoothie Smoothie
Smoothie Smoothie

끈적하게 날

Sip it sip it down like Smoothie
Sip it sip it down like
Smoothie",dance
127,Magnetic,아일릿(ILLIT),"Baby
I’m just trying to play it cool
But I just can’t hide that
I want you

Wait a minute 이게 뭐지?
내 심장이 lub-dub
자꾸만 뛰어

저 멀리서도 oh my gosh!
끌어당겨 you’re my crush!
초능력처럼

거대한 자석이 된 것만 같아 my heart
네 모든 게 내 맘에 달라붙어버려 boy

We’re magnetized 인정할게
This time I want

You You You You like it’s magnetic
U U U U U U U U super 이끌림
You You You You like it’s magnetic
U U U U U U U U super 이끌림

BAE BAE BAE BAE BAE BAE BAE BAE BAE
Dash-da-da Dash-da-da Dash-da
Like it’s magnetic
BAE BAE BAE BAE BAE BAE BAE BAE BAE
Dash-da-da Dash-da-da
Baby don’t say no

정반대 같아 our type
넌 J 난 완전 P
S와 N 극이지만
그래서 끌리지

내가 만들래 green light
여잔 배짱이지
So let’s go let’s go
Let’s go let’s go

숨기고 싶지 않아 자석 같은 my heart
내 맘의 끌림대로 너를 향해 갈게 boy

We’re magnetized 인정할게
This time I want

You You You You like it’s magnetic
U U U U U U U U super 이끌림
You You You You like it’s magnetic
U U U U U U U U super 이끌림

No push and pull
전속력으로 너에게 갈게
(In a rush in a rush)
Our chemistry
난 과몰입해 지금 순간에
(Baby you’re my crush you’re my crush)

No push and pull
네게 집중 후회는 안 할래
(Gonna dash gonna dash)
Never holding back
직진해 yeah
This time I want

You You You You like it’s magnetic
U U U U U U U U super 이끌림
You You You You like it’s magnetic
U U U U U U U U super 이끌림

BAE BAE BAE BAE BAE BAE BAE BAE BAE
Dash-da-da Dash-da-da Dash-da
Like it’s magnetic
BAE BAE BAE BAE BAE BAE BAE BAE BAE
Dash-da-da Dash-da-da
Baby don’t say no",dance
128,i love 한국,지예,"내어버이 내친구들
그리고 내가 태어나고 꿈을 키운곳
내나라 i love 한국
잠시는 떠날수 있어도
끝내는 돌아와 뼈를 묻고싶은곳
내나라 i love 한국

수없는 침략에도 끝내 쓰러지지 않는
작지만 큰 나라
하늘이 보호하고 땅이 지켜주는
세계의 중심이 될 i love 한국

세상에서 가장 우수한
머리와 맘에 정을가진 선한 민족
내나라 i love 한국
음식을너머 문화유산 인
김치와 된장이있는 맛있는나라!
내나라 i love 한국

뭉치면 위대하고
흩어지면 더 잘사는 자존의 민족
봄 여름 가을 겨울 사계절 모두 다
느끼고 볼수있는 i love 한국

부모님께 효도하고
어른을 공경하는것이 가치있는 곳

내나라 i love 한국
아름다운 존댓말이 있고
세계가 인정한 언어의 나라--
내나라 i love 한국

그저 빼앗지 않고 먼저 공격하지 않고
이겨온 승리의나라
때가되면 깨어나
세계의 중심이 될 태극기의 나라

나의운명 내나라 한국
이땅에 태어난건 행운이지
i love 한국

나의운명 내나라 한국
얼이있는 나라 불멸의 나라
i love 한국

나의운명 내나라 한국
나는 자랑스러운 한국사람
i love 한국

나의운명 내나라 한국
나는 한국사람 한국사람 행복한사람
i love 한국",dance
129,내 귀여운 아기야,11 Monkeys,"오늘도 생글생글 네 표정에 내 머리 핑글핑글
아직도 난 귀여운 네 모습이 쎄근쎄근
아기 같은 걸 예뻐 예뻐
사랑스러운 그 미소가 너무도 날 미치게 해 해

내 귀여운 아기야 (아기야)
네 곁에서 난 항상 웃을래
천천히 다가가줘
우리 함께라면 세상은 바로갖잖아 예뻐 예뻐

오늘도 생글생글 네 표정에 내 머리 핑글핑글
아직도 난 귀여운 네 모습이 쎄근쎄근
아기 같은 걸 예뻐 예뻐
사랑스러운 그 미소가 너무도 날 미치게 해

내 귀여운 아기야 (아기야)
네 곁에서 난 항상 웃을래
천천히 다가가줘
우리 함께라면 세상은 바로갖잖아 예뻐 예뻐

오늘도 생글생글 네 표정에 내 머리 핑글핑글
아직도 난 귀여운 네 모습이 쎄근쎄근
아기 같은 걸 예뻐 예뻐
사랑스러운 그 미소가 너무도 날 미치게 해

내 귀여운 아기야 (아기야)
네 곁에서 난 항상 웃을래
천천히 다가가줘
우리 함께라면 세상은 바로갖잖아 예뻐 예뻐

오늘도 생글생글 네 표정에 내 머리 핑글핑글
아직도 난 귀여운 네 모습이 쎄근쎄근
아기 같은 걸 예뻐 예뻐
사랑스러운 그 미소가 너무도 날 미치게 해 해
내 귀여운 아기야 (아기야)",dance
130,나는 강해져,10x rules,"많이 힘들고 외로웠지 그건 연습일 뿐야
넘어지진 않을꺼야 나는 문제없어

Oh oh oh oh
나는 강해져
Oh oh oh oh
더욱 기분 좋아져
나의 이야기를 들어봐
I'm stronger than before

많이 힘들고 외로웠지 그건 연습일 뿐야
넘어지진 않을꺼야 나는 문제없어

많이 힘들고 외로웠지 그건 연습일 뿐야
넘어지진 않을꺼야 나는 문제없어

Oh oh oh oh
나는 강해져
Oh oh oh oh
더욱 기분 좋아져
나의 이야기를 들어봐
I'm stronger than before

많이 힘들고 외로웠지 그건 연습일 뿐야
넘어지진 않을꺼야

많이 힘들고 외로웠지 그건 연습일 뿐야
넘어지진 않을꺼야 나는 문제없어

Oh oh oh oh
나는 강해져
Oh oh oh oh
더욱 기분 좋아져
나의 이야기를 들어봐
I'm stronger than before

많이 힘들고 외로웠지 그건 연습일 뿐야
넘어지진 않을꺼야 나는 문제없어

Oh oh oh oh
나는 강해져
Oh oh oh oh
더욱 기분 좋아져
나의 이야기 들어봐
I'm stronger than before",dance
131,나가사키 짬뽕 국물이 끝내줘,11시 30분,"나가사키 짬뽕 국물이 끝내줘
맨날 맨날 그래 먹을 때 그래
하얀국물에 쫄깃한 면발이 맛있다
짬뽕은 내 맘을 훔치고 간다

매운 맛에 헤롱거리는 입술
진한 향기가 내 몸에 더욱 쏘옥
여운 끝에 숨 죽일 듯한 매력
짬뽕, 날 미치게 만들어

나가사키 짬뽕 끝내줘 (끝내줘)
바로 오늘 이 순간 (이 순간)
하얀 국물 쫄깃한 면발 (면발)
짬뽕, 사랑해 너무나 맛있는 너

나가사키 짬뽕 국물이 끝내줘
맨날 맨날 그래 먹을 때 그래
하얀국물에 쫄깃한 면발이 맛있다
짬뽕은 내 맘을 훔치고 간다

매운 맛에 헤롱거리는 입술
진한 향기가 내 몸에 더욱 쏘옥
여운 끝에 숨 죽일 듯한 매력
짬뽕, 날 미치게 만들어

나가사키 짬뽕 끝내줘 (끝내줘)
바로 오늘 이 순간 (이 순간)
하얀 국물 쫄깃한 면발 (면발)
짬뽕, 사랑해 너무나 맛있는 너",dance
132,Black Rose (feat. 양정맨),A-BIN (에이빈),"I swear I'll tear your piece
일렁이는 조각들
Remember said, Remember said

깊게 안긴 꽃잎에
붉게 흐른 한 줄기
Don't wanna sad, Don't wanna sad


떨어진 연의 가시가
피어낸다 너를 향한 Black Rose


찢어져 버린 흔적들
겨울 바람에 보내리라


피어난 Black Rose
한없이 차가운
날 울린 Lie Lie Lie Lie
여기까지 Bye Bye Bye Bye

바랐던 Black Rose
잃었던 마음속의 빛을 찾아
내 품에 새롭게 피어난 나


날 잃어버리고 Being hurt
피어나고 있어 지금 Black Rose
희미해지고 구름에 가려 Light goes out
묻어버려 Past days 재만 남아 Burn
빛은 다시 들어왔고 What ever now
받아줄 마음 없어 원래 그랬어 난
Down sky 조명 아래서도
빛 날 거야 Towards spotlight
새롭게 피어나 Real Rose


떨어진 연의 가시가
피어낸다 너를 향한 Black Rose


찢어져 버린 흔적들
겨울 바람에 보내리라


피어난 Black Rose
한없이 차가운
날 울린 Lie Lie Lie Lie
여기까지 Bye Bye Bye Bye


바랐던 Black Rose
잃었던 마음속의 빛을 찾아
내 품에 새롭게 피어나",dance
133,Howling,장담,"음 내 얘기 좀 들어봐
귀 쫑긋 세워 들어봐
내 말이 맞다면 고개를 끄덕여줘

두 발 모아 움직여
두 손 벌려 박수쳐
온 지구 들썩거리게
소리쳐 볼까

너넨 틀리다고 Blah Blah
정해놓은 틀 안에 우릴 가둬
해가 지기를 기다려

Beautiful World
날 선 이빨 드러내 (Ah ah ah ah)
Awoo

Show me your Fangs 어서 보여봐
오랫동안 기다려 온 밤
Ay Bring it on Bring it on say?
Bring it on Bring it on
Awoo

Show me your Fangs 보여봐
오랫동안 기다린 밤
Bring it on Bring it on say?
Bring it on Bring it on
Awoo
숨겨온 너의 야성을
한계를 넘어 소리쳐
Howling Growling
숨차게 달려봐
Every day Every night Every where
Every day Every night Every where
Every day Every night Every where
Every day Every night

너넨 틀리다고 Blah Blah
정해놓은 틀 안에 우린 (oh 없어)
이 밤을 밝게 물들여

Beautiful World (Beautiful World)
날 선 이빨 드러내 (Ah ah ah ah)
Awoo
Show me your Fangs 보여봐
오랫동안 기다린 밤
Bring it on Bring it on say?
Bring it on Bring it on
Awoo
숨겨온 너의 야성을
한계를 넘어 소리쳐
Howling Growling 숨차게 달려봐

더 미친 듯이 움직여
울려 퍼져 이 노래는
지속되는 굴레 속 주저하지 마 눈을 떠
Awoo

Show me your Fangs 보여봐 (보여봐)
오랫동안 기다린 밤
Ay Bring it on Bring it on say?
Bring it on Bring it on
Awoo

숨겨온 너의 야성을 한계를 넘어 소리쳐
Howling Growling 숨차게 달려봐

Every day Every night Every where
Every day Every night Every where
Every day Every night Every where
Every day Every night

숨기지 마 너의 야성을 한계를 넘어
Howling Growling 숨차게 달려봐

Every day Every night Every where",dance
134,LAYSHA Party Tonight,LAYSHA (레이샤),"Do you wanna get down.
Do you wanna get scream
Do you wanna get party time
yeah! yeah! yeah! yeah!

Do you wanna get down.
Do you wanna get scream
Do you wanna get party time
yeah! yeah! yeah! yeah!

Hey! come on 거기 미스터
리듬에 몸을 맡겨 Rock Rock it like this
타자 오늘밤 롤러코스터 Ride~

Hey! DJ Turn it up! (Louder~)
지칠 줄 모르죠 (흔들어!)
이 밤은 계속 ING
머리 위 해 뜰 때까지~
GO Girls~ Go! Go! Go!

레이샤 Gonna take control~
12시 땡 신데렐라 NO~
자 Here we go!
Hush now 날 따라와
우리 같이 놀아요
노래하며 춤을 추며~ 1! 2! 3!

오늘밤 모두 나와 파티를 해
모든 걸 전부 잊게 될 거야
너와 나 우리 모두다
함께 춤을 춰 봐 크게 소리쳐 봐

Everybody get down
Everybody get scream
Everybody get party tonight
모두 춤을 춰

Everybody get up
Everybody get scream
Everybody get down

1,2,3,4 레이샤
Gonna take control~
5,6,7,8 What the hell
Did u come here for

1,2,3,4 레이샤 Gonna take control~
5,6,7,8 What the hell
Did u come here for

오늘 이 밤이 밤이
so sweet honey honey catch me
안달이 나지~

Ladi dadi let's go party~
Don't stop 지금 이 순간 흔들리는 내 맘
밤새 나와 shake it up~ baby! baby!

오늘밤 모두 나와 파티를 해
모든 걸 전부 잊게 될 거야
너와 나 우리 모두다
함께 춤을 춰 봐 크게 소리 쳐봐

Everybody get down
Everybody get scream
Everybody get party tonight
모두 춤을 춰

Everybody get up everybody
Get scream everybody get down

Put em up! Put em up!
Put em up Put em up Put em up!

손을 위로 손을 위로
P Put your hands up in the sky~!

Put em up! Put em up!
Put em up Put em up Put em up!

손을 위로 손을 위로
P Put your hands up in the sky~!

Everybody get down
Everybody get scream
Everybody get party tonight
모두 춤을 춰

Everybody get up everybody
Get scream everybody get down",dance
